"date";"bank";"account";"number";"mode";"payee";"comment";"quantity";"unit";"amount";"sign";"category";"status";"tracker";"bookmarked";"id";"idtransaction";"idgroup"
"2025-02-02";"Bank_006";"Account_007";"";"Crédit";"Payee_148";"6ZIMAHIR06U1 expire le 28/01/2026 UTILISE";"37.61";"€";"37.61";"+";"Informatique";"Y";"";"N";"1699";"1591";"0"
"2025-02-02";"Bank_006";"Account_007";"";"Crédit";"Payee_157";"";"-35.00";"€";"-35.00";"-";"Soins > Habillement";"Y";"";"N";"1702";"1594";"0"
"2025-02-03";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 310125 MERCHANT       CARTE   4974********4225";"-4.95";"€";"-4.95";"-";"Alimentation";"Y";"";"N";"1712";"1602";"0"
"2025-02-04";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 030225 MERCHANT       CARTE   4974********4225";"-1.10";"€";"-1.10";"-";"Alimentation";"Y";"";"N";"1713";"1603";"0"
"2025-02-04";"Bank_001";"Account_001";"";"Débit";"Payee_024";"DU 030225 WWW.PLANITY.COM CARTE   4974********4225                FRA";"-25.00";"€";"-25.00";"-";"Soins > Coiffeur";"Y";"";"N";"1714";"1604";"0"
"2025-02-04";"Bank_001";"Account_001";"";"Débit";"Payee_156";"DU 020225 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974********4225";"-131.46";"€";"-131.46";"-";"Informatique";"Y";"";"N";"1715";"1605";"0"
"2025-02-05";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 040225 WWW.GREENSUSHI. 00 LOCATION_006       CARTE   4974********4225";"-25.80";"€";"-25.80";"-";"Alimentation > Restaurant";"Y";"";"N";"1716";"1606";"0"
"2025-02-05";"Bank_001";"Account_001";"";"Crédit";"Payee_159";"/DE MANGOPAY /MOTIF XXXXXXXXXX RAKUTEN FRANC /REF XXXXXXXXXXA2444E465381EA1";"49.35";"€";"49.35";"+";"Divers > Achat Divers";"Y";"";"N";"1717";"1607";"0"
"2025-02-05";"Bank_001";"Account_001";"";"Débit";"Payee_031";"TOTALENERGIES ELECTRICITE ET GAZ FRANCE ECH/050225 ID EMETTEUR/FR03ZZZ";"-86.00";"€";"-86.00";"-";"Maison > Electricité";"Y";"";"N";"1718";"1608";"0"
"2025-02-05";"Bank_001";"Account_001";"";"Débit";"Payee_072";"ACTIVE ASSURANCES ECH/050225 ID EMETTEUR/FRXXZZZXXXXXX MDT/ MANDAT NO";"-375.70";"€";"-375.70";"-";"Automobile > Assurance";"Y";"";"N";"1719";"1609";"0"
"2025-02-05";"Bank_001";"Account_001";"";"Débit";"Payee_030";"FONCIA AD IMMOBILIER GERANCE ECH/050225 ID EMETTEUR/FRXXZZZXXXXXX MDT/";"-733.46";"€";"-733.46";"-";"Maison > Loyer";"Y";"";"N";"1720";"1610";"0"
"2025-02-06";"Bank_001";"Account_001";"";"Débit";"Payee_055";"FREE TELECOM ECH/060225 ID EMETTEUR/FRXXZZZXXXXXX MDT/XXXXXXXXXX REF/FHD";"-34.99";"€";"-34.99";"-";"Maison > Internet";"Y";"";"N";"1721";"1611";"0"
"2025-02-06";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 020225 INTERM CALAO 22 LE LOCATION_002       CARTE   4974********4225";"-37.82";"€";"-37.82";"-";"Alimentation";"Y";"";"N";"1822";"1612";"0"
"2025-02-06";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 020225 INTERM CALAO 22 LE LOCATION_002       CARTE   4974********4225";"-12.20";"€";"-12.20";"-";"Divers > Achat Divers";"Y";"";"N";"1823";"1612";"0"
"2025-02-10";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 080225 MERCHANT          CARTE   4974********4225";"-7.60";"€";"-7.60";"-";"Alimentation > Restaurant";"Y";"";"N";"1723";"1613";"0"
"2025-02-10";"Bank_001";"Account_001";"";"Débit";"Payee_011";"DU 070225 MERCHANT      LE LOCATION_002       CARTE   4974********4225";"-20.00";"€";"-20.00";"-";"Divers > Achat Divers";"Y";"";"N";"1724";"1614";"0"
"2025-02-10";"Bank_001";"Account_001";"";"Crédit";"Payee_173";"REMBOURST CB DU 080225 MERCHANT  PAYLI2090401/   CARTE   4974XXX";"64.35";"€";"64.35";"+";"Informatique";"Y";"";"N";"1725";"1615";"0"
"2025-02-10";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 080225 MERCHANT       CARTE   4974********4225";"-81.45";"€";"-81.45";"-";"Alimentation";"Y";"";"N";"1820";"1616";"0"
"2025-02-10";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 080225 MERCHANT       CARTE   4974********4225";"-4.00";"€";"-4.00";"-";"Divers > Achat Divers";"Y";"";"N";"1821";"1616";"0"
"2025-02-10";"Bank_001";"Account_001";"";"Débit";"Payee_160";"DU 070225 MERCHANT  BONDY CEDEX     CARTE   4974********4225";"-117.02";"€";"-117.02";"-";"Informatique";"Y";"";"N";"1727";"1617";"0"
"2025-02-10";"Bank_001";"Account_001";"";"Débit";"Payee_144";"DU 070225 MERCHANT          VILLENEUVE D    CARTE   4974********4225";"-132.75";"€";"-132.75";"-";"Divers > Achat Divers";"Y";"";"N";"1728";"1618";"0"
"2025-02-11";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 100225 MERCHANT        LE LOCATION_002       CARTE   4974********4225";"-18.50";"€";"-18.50";"-";"Alimentation > Restaurant";"Y";"";"N";"1729";"1619";"0"
"2025-02-13";"Bank_001";"Account_001";"";"Débit";"Payee_166";"DU 110225 MERCHANT  PAYLI2090401/   CARTE   4974********4225";"-19.99";"€";"-19.99";"-";"Divers > Achat Divers";"Y";"";"N";"1730";"1620";"0"
"2025-02-13";"Bank_001";"Account_001";"";"Crédit";"Payee_156";"REMBOURST CB DU 120225 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974XXX";"65.16";"€";"65.16";"+";"Informatique";"Y";"";"N";"1731";"1621";"0"
"2025-02-13";"Bank_001";"Account_001";"";"Crédit";"Payee_161";"REMBOURST CB DU 120225 MERCHANT  BONDY CEDEX     CARTE   4974XXX";"117.02";"€";"117.02";"+";"Informatique";"Y";"";"N";"1732";"1622";"0"
"2025-02-14";"Bank_001";"Account_001";"";"Débit";"Payee_029";"URSSAF RHONE-ALPES AVANCE IMMEDIATE ECH/140225 ID EMETTEUR/FR55HOM1430";"-12.37";"€";"-12.37";"-";"Maison > Ménage";"Y";"";"N";"1733";"1623";"0"
"2025-02-14";"Bank_001";"Account_001";"";"Débit";"Payee_029";"URSSAF RHONE-ALPES AVANCE IMMEDIATE ECH/140225 ID EMETTEUR/FR55HOM1430";"-22.50";"€";"-22.50";"-";"Maison > Ménage";"Y";"";"N";"1734";"1624";"0"
"2025-02-14";"Bank_001";"Account_001";"";"Débit";"Payee_015";"DU 130225 MERCHANT   LOCATION_001         CARTE   4974********4225";"-42.93";"€";"-42.93";"-";"Soins > Esthétique";"Y";"";"N";"1735";"1625";"0"
"2025-02-14";"Bank_001";"Account_001";"";"Débit";"Payee_156";"DU 120225 MERCHANT   CARTE   4974********4225";"-152.66";"€";"-152.66";"-";"Informatique";"Y";"";"N";"1736";"1626";"0"
"2025-02-17";"Bank_001";"Account_001";"";"Débit";"Payee_011";"DU 150225 MERCHANT  PAYLI2090401/   CARTE   4974********4225";"-2.81";"€";"-2.81";"-";"Divers > Achat Divers";"Y";"";"N";"1737";"1627";"0"
"2025-02-17";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 150225 MERCHANT       CARTE   4974********4225";"-6.00";"€";"-6.00";"-";"Alimentation";"Y";"";"N";"1738";"1628";"0"
"2025-02-17";"Bank_001";"Account_001";"";"Débit";"Payee_167";"DU 150225 CD.PRIMEURS     LE LOCATION_002       CARTE   4974********4225";"-13.38";"€";"-13.38";"-";"Alimentation";"Y";"";"N";"1739";"1629";"0"
"2025-02-17";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 140225 MERCHANT    LE LOCATION_002       CARTE   4974********4225";"-19.00";"€";"-19.00";"-";"Alimentation > Restaurant";"Y";"";"N";"1740";"1630";"0"
"2025-02-17";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 160225 MERCHANT       CARTE   4974********4225                FRA";"-31.42";"€";"-31.42";"-";"Alimentation > Restaurant";"Y";"";"N";"1741";"1631";"0"
"2025-02-17";"Bank_001";"Account_001";"";"Débit";"Payee_017";"DU 150225 SNCF-VOYAGEURS  PARIS 10        CARTE   4974********4225";"-82.00";"€";"-82.00";"-";"Dépenses Travail > Transport";"Y";"";"N";"1742";"1632";"0"
"2025-02-17";"Bank_014";"Account_022";"";"Crédit";"Payee_223";"";"500.00";"€";"500.00";"+";"Revenus du travail";"Y";"";"N";"1989";"1844";"0"
"2025-02-18";"Bank_001";"Account_001";"";"Débit";"Payee_045";"DU 170225 MERCHANT          LE LOCATION_002       CARTE   4974********4225";"-4.50";"€";"-4.50";"-";"Alimentation";"Y";"";"N";"1743";"1633";"0"
"2025-02-18";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 170225 MERCHANT  LE LOCATION_002       CARTE   4974********4225";"-11.30";"€";"-11.30";"-";"Alimentation";"Y";"";"N";"1744";"1634";"0"
"2025-02-18";"Bank_001";"Account_001";"";"Débit";"Payee_090";"DU 170225 MERCHANT       CARTE   4974********4225";"-100.00";"€";"-100.00";"-";"Soins > Esthétique";"Y";"";"N";"1745";"1635";"0"
"2025-02-18";"Bank_001";"Account_001";"";"Débit";"Payee_206";"DU 150225 3X 4X ONEY      CROIX           CARTE   4974********4225";"-441.06";"€";"-441.06";"-";"Vacances > Voyage";"Y";"Voyage à Cotonou";"N";"1746";"1636";"0"
"2025-02-19";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 170225 INTERM CALAO 22 LE LOCATION_002       CARTE   4974********4225";"-94.47";"€";"-94.47";"-";"Alimentation";"Y";"";"N";"1816";"1637";"0"
"2025-02-19";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 170225 INTERM CALAO 22 LE LOCATION_002       CARTE   4974********4225";"-8.63";"€";"-8.63";"-";"Divers > Achat Divers";"Y";"";"N";"1817";"1637";"0"
"2025-02-20";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 190225 MERCHANT       CARTE   4974********4225                FRA";"-29.13";"€";"-29.13";"-";"Alimentation > Restaurant";"Y";"";"N";"1748";"1638";"0"
"2025-02-21";"Bank_001";"Account_001";"";"Débit";"Payee_049";"DU 170225 ESCOTA, 2 PAIEM MANDELIEU LA    CARTE   4974********4225";"-7.00";"€";"-7.00";"-";"Automobile > Péage";"Y";"";"N";"1749";"1639";"0"
"2025-02-24";"Bank_001";"Account_001";"";"Débit";"Payee_074";"DU 220225 MERCHANT       CARTE   4974********4225";"-4.80";"€";"-4.80";"-";"Alimentation";"Y";"";"N";"1750";"1640";"0"
"2025-02-24";"Bank_001";"Account_001";"";"Débit";"Payee_074";"DU 230225 MERCHANT       CARTE   4974********4225";"-12.60";"€";"-12.60";"-";"Alimentation";"Y";"";"N";"1751";"1641";"0"
"2025-02-25";"Bank_001";"Account_001";"";"Crédit";"Payee_055";"/DE FREE TELECOM /MOTIF XXXXXXXXXX FREE 10334098 /REF FHD-RMB-10334";"4.68";"€";"4.68";"+";"Maison > Internet";"Y";"";"N";"1752";"1642";"0"
"2025-02-25";"Bank_001";"Account_001";"";"Débit";"Payee_027";"SYMAMOBILE ECH/250225 ID EMETTEUR/FRXXZZZXXXXXX MDT/XXXXXXXXXX";"-5.59";"€";"-5.59";"-";"Frais généraux > Téléphone portable";"Y";"";"N";"1753";"1643";"0"
"2025-02-25";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 240225 MERCHANT          LOCATION_006          CARTE   4974********4225";"-22.80";"€";"-22.80";"-";"Alimentation";"Y";"";"N";"1754";"1644";"0"
"2025-02-26";"Bank_001";"Account_001";"";"Crédit";"Payee_028";"/DE COMPANY_001 SAS /MOTIF XXXXXXXXXX /REF COMPANY_001 SAS      50501529450";"3765.72";"€";"3765.72";"+";"Revenus du travail > Salaire net";"Y";"";"N";"1755";"1645";"0"
"2025-02-27";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 260225 MERCHANT       CARTE   4974********4225";"-9.40";"€";"-9.40";"-";"Alimentation";"Y";"";"N";"1756";"1646";"0"
"2025-02-28";"Bank_001";"Account_001";"";"Débit";"Payee_174";"DU 270225 LA POSTE.FR     PARIS CEDEX 1   CARTE   4974********4225";"-8.23";"€";"-8.23";"-";"Divers > Perte divers";"Y";"";"N";"1757";"1647";"0"
"2025-02-28";"Bank_001";"Account_001";"";"Débit";"Payee_069";"DU 270225 MERCHANT          CARTE   4974********4225";"-10.79";"€";"-10.79";"-";"Informatique";"Y";"";"N";"1758";"1648";"0"
"2025-02-28";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 270225 MERCHANT       CARTE   4974********4225";"-11.50";"€";"-11.50";"-";"Alimentation";"Y";"";"N";"1759";"1649";"0"
"2025-02-28";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 270225 MERCHANT    LE LOCATION_002       CARTE   4974********4225";"-19.00";"€";"-19.00";"-";"Alimentation > Restaurant";"Y";"";"N";"1760";"1650";"0"
"2025-03-03";"Bank_001";"Account_001";"";"Débit";"Payee_022";"DU 270225 MERCHANT   4974********4225                FRA";"-3.60";"€";"-3.60";"-";"Transport > Transports en commun";"Y";"";"N";"1761";"1651";"0"
"2025-03-03";"Bank_001";"Account_001";"";"Débit";"Payee_084";"DU 280225 MERCHANT      CARTE   4974********4225                USA";"-4.90";"€";"-4.90";"-";"Informatique";"Y";"";"N";"1762";"1652";"0"
"2025-03-03";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 020325 CD.PRIMEURS     LE LOCATION_002       CARTE   4974********4225";"-24.55";"€";"-24.55";"-";"Alimentation";"Y";"";"N";"1763";"1653";"0"
"2025-03-03";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 280225 MERCHANT    LE LOCATION_002       CARTE   4974********4225";"-25.00";"€";"-25.00";"-";"Alimentation";"Y";"";"N";"1764";"1654";"0"
"2025-03-03";"Bank_001";"Account_001";"";"Débit";"Payee_011";"DU 010325 MERCHANT  PAYLI2090401/   CARTE   4974********4225";"-30.03";"€";"-30.03";"-";"Divers > Achat Divers";"Y";"";"N";"1765";"1655";"0"
"2025-03-03";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 020325 MERCHANT       CARTE   4974********4225";"-64.75";"€";"-64.75";"-";"Alimentation";"Y";"";"N";"1818";"1656";"0"
"2025-03-03";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 020325 MERCHANT       CARTE   4974********4225";"-12.06";"€";"-12.06";"-";"Divers > Achat Divers";"Y";"";"N";"1819";"1656";"0"
"2025-03-04";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 030325 MERCHANT        LE LOCATION_002       CARTE   4974********4225";"-22.50";"€";"-22.50";"-";"Alimentation > Restaurant";"Y";"";"N";"1767";"1657";"0"
"2025-03-05";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 020325 MERCHANT         CARTE   4974********4225";"-16.48";"€";"-16.48";"-";"Alimentation";"Y";"";"N";"1814";"1658";"0"
"2025-03-05";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 020325 MERCHANT         CARTE   4974********4225";"-2.97";"€";"-2.97";"-";"Divers > Achat Divers";"Y";"";"N";"1815";"1658";"0"
"2025-03-05";"Bank_001";"Account_001";"";"Débit";"Payee_031";"TOTALENERGIES ELECTRICITE ET GAZ FRANCE ECH/050325 ID EMETTEUR/FR03ZZZ";"-86.00";"€";"-86.00";"-";"Maison > Electricité";"Y";"";"N";"1769";"1659";"0"
"2025-03-06";"Bank_001";"Account_001";"";"Débit";"Payee_175";"DU 040325 LA POSTE.FR     PARIS CEDEX 1   CARTE   4974********4225";"-10.02";"€";"-10.02";"-";"Divers > Achat Divers";"Y";"";"N";"1770";"1660";"0"
"2025-03-06";"Bank_001";"Account_001";"";"Débit";"Payee_055";"FREE TELECOM ECH/060325 ID EMETTEUR/FRXXZZZXXXXXX MDT/XXXXXXXXXX REF/FHD";"-34.99";"€";"-34.99";"-";"Maison > Internet";"Y";"";"N";"1771";"1661";"0"
"2025-03-06";"Bank_001";"Account_001";"";"Débit";"Payee_030";"FONCIA AD IMMOBILIER GERANCE ECH/060325 ID EMETTEUR/FRXXZZZXXXXXX MDT/";"-733.46";"€";"-733.46";"-";"Maison > Loyer";"Y";"";"N";"1772";"1662";"0"
"2025-03-07";"Bank_001";"Account_001";"";"Débit";"Payee_022";"DU 060325 MERCHANT   4974********4225                FRA";"-3.60";"€";"-3.60";"-";"Transport > Transports en commun";"Y";"";"N";"1773";"1663";"0"
"2025-03-07";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 060325 MERCHANT       CARTE   4974********4225";"-9.10";"€";"-9.10";"-";"Alimentation";"Y";"";"N";"1774";"1664";"0"
"2025-03-07";"Bank_001";"Account_001";"";"Débit";"Payee_144";"DU 060325 MERCHANT          VILLENEUVE D    CARTE   4974********4225";"-132.75";"€";"-132.75";"-";"Divers > Achat Divers";"Y";"";"N";"1775";"1665";"0"
"2025-03-07";"Bank_001";"Account_001";"";"Débit";"Payee_168";"DU 060325 MERCHANT      LOCATION_006          CARTE   4974********4225";"-600.00";"€";"-600.00";"-";"Soins > Esthétique";"Y";"";"N";"1776";"1666";"0"
"2025-03-10";"Bank_001";"Account_001";"";"Débit";"Payee_022";"DU 070325 MERCHANT   4974********4225                FRA";"-1.80";"€";"-1.80";"-";"Transport > Transports en commun";"Y";"";"N";"1777";"1667";"0"
"2025-03-10";"Bank_001";"Account_001";"";"Débit";"Payee_011";"DU 070325 LA POSTE L06921 LE LOCATION_002 ROC   CARTE   4974********4225";"-3.28";"€";"-3.28";"-";"Divers > Achat Divers";"Y";"";"N";"1778";"1668";"0"
"2025-03-10";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 090325 MERCHANT       CARTE   4974********4225";"-4.80";"€";"-4.80";"-";"Alimentation";"Y";"";"N";"1779";"1669";"0"
"2025-03-10";"Bank_001";"Account_001";"";"Débit";"Payee_024";"DU 090325 WWW.PLANITY.COM CARTE   4974********4225                FRA";"-25.00";"€";"-25.00";"-";"Soins > Coiffeur";"Y";"";"N";"1780";"1670";"0"
"2025-03-10";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 080325 MERCHANT       CARTE   4974********4225                FRA";"-26.49";"€";"-26.49";"-";"Alimentation > Restaurant";"Y";"";"N";"1781";"1671";"0"
"2025-03-11";"Bank_001";"Account_001";"";"Débit";"Payee_050";"DU 100325 INDIGO0060019   LOCATION_004 0060019/   CARTE   4974********4225";"-2.70";"€";"-2.70";"-";"Automobile > Stationnement";"Y";"";"N";"1782";"1672";"0"
"2025-03-11";"Bank_001";"Account_001";"";"Débit";"Payee_096";"DU 100325 MERCHANT  LOCATION_004            CARTE   4974********4225";"-6.00";"€";"-6.00";"-";"Soins > Esthétique";"Y";"";"N";"1783";"1673";"0"
"2025-03-11";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 100325 MERCHANT  LE LOCATION_002       CARTE   4974********4225";"-19.00";"€";"-19.00";"-";"Alimentation > Restaurant";"Y";"";"N";"1784";"1674";"0"
"2025-03-11";"Bank_001";"Account_001";"";"Débit";"Payee_015";"DU 090325 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974********4225";"-25.37";"€";"-25.37";"-";"Soins";"Y";"";"N";"1785";"1675";"0"
"2025-03-11";"Bank_001";"Account_001";"";"Débit";"Payee_090";"DU 100325 MERCHANT            CARTE   4974********4225";"-51.50";"€";"-51.50";"-";"Soins > Esthétique";"Y";"";"N";"1786";"1676";"0"
"2025-03-11";"Bank_001";"Account_001";"";"Débit";"Payee_019";"DU 100325 AMAZON MKTPL*R5 CARTE   4974********4225                USA";"-54.47";"€";"-54.47";"-";"Soins > Esthétique";"Y";"";"N";"1787";"1677";"0"
"2025-03-11";"Bank_001";"Account_001";"";"Débit";"Payee_165";"DU 090325 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974********4225";"-68.04";"€";"-68.04";"-";"Divers > Achat Divers";"Y";"";"N";"1788";"1678";"0"
"2025-03-11";"Bank_001";"Account_001";"";"Débit";"Payee_015";"DU 100325 AMAZON MKTPL*T0 CARTE   4974********4225                USA";"-99.51";"€";"-99.51";"-";"Soins > Esthétique";"Y";"";"N";"1789";"1679";"0"
"2025-03-12";"Bank_001";"Account_001";"";"Débit";"Payee_022";"DU 110325 MERCHANT   4974********4225                FRA";"-1.80";"€";"-1.80";"-";"Transport > Transports en commun";"Y";"";"N";"1790";"1680";"0"
"2025-03-12";"Bank_001";"Account_001";"";"Débit";"Payee_074";"DU 110325 MERCHANT           LOCATION_006          CARTE   4974********4225";"-4.20";"€";"-4.20";"-";"Alimentation";"Y";"";"N";"1791";"1681";"0"
"2025-03-13";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 120325 MCDONALDS 102   PARIS0000102/   CARTE   4974********4225";"-16.50";"€";"-16.50";"-";"Alimentation > Restaurant";"Y";"";"N";"1792";"1682";"0"
"2025-03-13";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 120325 SOGERESVIVACITY PARIS 12        CARTE   4974********4225";"-20.00";"€";"-20.00";"-";"Alimentation > Cantine";"Y";"";"N";"1793";"1683";"0"
"2025-03-14";"Bank_001";"Account_001";"";"Débit";"Payee_022";"DU 130325 MERCHANT   4974********4225                FRA";"-1.80";"€";"-1.80";"-";"Transport > Transports en commun";"Y";"";"N";"1794";"1684";"0"
"2025-03-14";"Bank_001";"Account_001";"";"Débit";"Payee_049";"DU 100325 ESCOTA, 2 PAIEM MANDELIEU LA    CARTE   4974********4225";"-7.00";"€";"-7.00";"-";"Automobile > Péage";"Y";"";"N";"1795";"1685";"0"
"2025-03-14";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 130325 MERCHANT       CARTE   4974********4225";"-10.30";"€";"-10.30";"-";"Alimentation";"Y";"";"N";"1796";"1686";"0"
"2025-03-14";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 090325 INTERM CALAO 22 LE LOCATION_002       CARTE   4974********4225";"-119.98";"€";"-119.98";"-";"Alimentation";"Y";"";"N";"1812";"1687";"0"
"2025-03-14";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 090325 INTERM CALAO 22 LE LOCATION_002       CARTE   4974********4225";"-11.37";"€";"-11.37";"-";"Divers > Achat Divers";"Y";"";"N";"1813";"1687";"0"
"2025-03-17";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 150325 MERCHANT       CARTE   4974********4225                FRA";"-35.73";"€";"-35.73";"-";"Alimentation > Restaurant";"Y";"";"N";"1798";"1688";"0"
"2025-03-17";"Bank_001";"Account_001";"";"Débit";"Payee_164";"DU 150325 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974********4225";"-66.59";"€";"-66.59";"-";"Dons > Cadeaux";"Y";"Voyage à Cotonou";"N";"1799";"1689";"0"
"2025-03-17";"Bank_001";"Account_001";"";"Débit";"Payee_176";"DU 130325 MERCHANT  VILLENEUVE D    CARTE   4974********4225";"-38.74";"€";"-38.74";"-";"Dons > Cadeaux";"Y";"Voyage à Cotonou";"N";"1824";"1690";"0"
"2025-03-17";"Bank_001";"Account_001";"";"Débit";"Payee_176";"DU 130325 MERCHANT  VILLENEUVE D    CARTE   4974********4225";"-31.99";"€";"-31.99";"-";"Soins";"Y";"";"N";"1825";"1690";"0"
"2025-03-17";"Bank_001";"Account_001";"";"Débit";"Payee_163";"DU 130325 MERCHANT      SARAN           CARTE   4974********4225";"-99.00";"€";"-99.00";"-";"Dons > Cadeaux";"Y";"Voyage à Cotonou";"N";"1801";"1691";"0"
"2025-03-18";"Bank_001";"Account_001";"";"Débit";"Payee_011";"DU 170325 MERCHANT  PAYLI2090401/   CARTE   4974********4225";"-2.89";"€";"-2.89";"-";"Divers > Achat Divers";"Y";"";"N";"1802";"1692";"0"
"2025-03-18";"Bank_001";"Account_001";"";"Débit";"Payee_206";"DU 110325 3X 4X ONEY      CROIX           CARTE   4974********4225";"-420.02";"€";"-420.02";"-";"Vacances > Voyage";"Y";"Voyage à Cotonou";"N";"1803";"1693";"0"
"2025-03-19";"Bank_001";"Account_001";"";"Débit";"Payee_029";"URSSAF RHONE-ALPES AVANCE IMMEDIATE ECH/190325 ID EMETTEUR/FR55HOM1430";"-12.37";"€";"-12.37";"-";"Maison > Ménage";"Y";"";"N";"1804";"1694";"0"
"2025-03-19";"Bank_001";"Account_001";"";"Crédit";"Payee_064";"/DE SNCF MOBILITES VOYAGES RMBT /MOTIF XXXXXXXXXX EHG SNCF DOSSIER N  :";"22.50";"€";"22.50";"+";"Dépenses Travail > Transport";"Y";"";"N";"1805";"1695";"0"
"2025-03-19";"Bank_001";"Account_001";"";"Débit";"Payee_029";"URSSAF RHONE-ALPES AVANCE IMMEDIATE ECH/190325 ID EMETTEUR/FR55HOM1430";"-22.50";"€";"-22.50";"-";"Maison > Ménage";"Y";"";"N";"1806";"1696";"0"
"2025-03-19";"Bank_001";"Account_001";"";"Débit";"Payee_011";"DU 170325 MERCHANT  PAYLI2090401/   CARTE   4974********4225";"-35.17";"€";"-35.17";"-";"Divers > Achat Divers";"Y";"";"N";"1807";"1697";"0"
"2025-03-19";"Bank_001";"Account_001";"";"Débit";"Payee_076";"DU 170325 MERCHANT      CARTE   4974********4225";"-79.86";"€";"-79.86";"-";"Maison > Eau";"Y";"";"N";"1808";"1698";"0"
"2025-03-19";"Bank_001";"Account_001";"";"Crédit";"Payee_085";"/DE SPARTOO.COM /MOTIF XXXXXXXXXX - 1 - 43556002 -- A276936 /REF SPARTOO.COM:AU";"184.00";"€";"184.00";"+";"Soins > Habillement";"Y";"";"N";"1809";"1699";"0"
"2025-03-20";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 190325 MERCHANT       CARTE   4974********4225";"-9.80";"€";"-9.80";"-";"Alimentation";"Y";"";"N";"1810";"1700";"0"
"2025-03-21";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 200325 MERCHANT    LE LOCATION_002       CARTE   4974********4225";"-22.00";"€";"-22.00";"-";"Alimentation > Restaurant";"Y";"";"N";"1811";"1701";"0"
"2025-03-24";"Bank_001";"Account_001";"";"Débit";"Payee_022";"DU 210325 MERCHANT   4974********4225                FRA";"-1.80";"€";"-1.80";"-";"Transport > Transports en commun";"Y";"";"N";"1826";"1702";"0"
"2025-03-24";"Bank_001";"Account_001";"";"Débit";"Payee_049";"DU 220325 MERCHANT  MANDELIEU LA    CARTE   4974********4225";"-3.50";"€";"-3.50";"-";"Automobile > Péage";"Y";"";"N";"1827";"1703";"0"
"2025-03-24";"Bank_001";"Account_001";"";"Débit";"Payee_049";"DU 220325 MERCHANT  MANDELIEU LA    CARTE   4974********4225";"-3.50";"€";"-3.50";"-";"Automobile > Péage";"Y";"";"N";"1828";"1704";"0"
"2025-03-24";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 210325 MERCHANT       CARTE   4974********4225";"-9.50";"€";"-9.50";"-";"Alimentation > Restaurant";"Y";"";"N";"1829";"1705";"0"
"2025-03-24";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 220325 MERCHANT  LE LOCATION_002       CARTE   4974********4225";"-15.00";"€";"-15.00";"-";"Alimentation > Restaurant";"Y";"";"N";"1830";"1706";"0"
"2025-03-24";"Bank_001";"Account_001";"";"Débit";"Payee_165";"DU 230325 MERCHANT            CARTE   4974********4225";"-23.00";"€";"-23.00";"-";"Vacances > Voyage";"Y";"Voyage à Cotonou";"N";"1831";"1707";"0"
